epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,2395.93,1.00881,1.09906,2.19908,0.88193,0.80481,0.89223,0.70242,0.83344,0.92575,2.15054,0.000464476,0.000464476,0.000464476
22,2508.47,1.0255,1.12083,2.19726,0.88633,0.81351,0.89024,0.70312,0.83881,0.91012,2.122,0.00044925,0.00044925,0.00044925
23,2621.45,1.00123,1.09311,2.17284,0.90611,0.81392,0.89729,0.70494,0.83638,0.86968,2.13547,0.000434024,0.000434024,0.000434024
24,2733.75,1.00827,1.0811,2.18345,0.89456,0.82004,0.90115,0.7207,0.80791,0.85281,2.11848,0.000418797,0.000418797,0.000418797
25,2849.8,0.98937,1.06081,2.16236,0.88915,0.83742,0.90636,0.72057,0.81464,0.84617,2.13566,0.000403571,0.000403571,0.000403571
26,2963.53,0.97315,1.04775,2.14341,0.8981,0.83368,0.90415,0.7221,0.79945,0.82991,2.10248,0.000388345,0.000388345,0.000388345
27,3079.01,0.97543,1.04412,2.13618,0.91149,0.83092,0.91276,0.73049,0.79015,0.80449,2.07372,0.000373119,0.000373119,0.000373119
28,3194.63,0.96647,1.02185,2.13155,0.90427,0.84325,0.91715,0.73616,0.77938,0.79688,2.07074,0.000357893,0.000357893,0.000357893
29,3311.78,0.94196,0.99856,2.12614,0.9114,0.84112,0.91729,0.74399,0.76325,0.77543,2.05989,0.000342666,0.000342666,0.000342666
30,3431.41,0.9424,0.97762,2.09161,0.90954,0.85335,0.91845,0.74508,0.77306,0.77252,2.07413,0.00032744,0.00032744,0.00032744
31,3548.91,0.94014,0.97508,2.11822,0.90755,0.8596,0.92303,0.75287,0.75607,0.74442,2.04163,0.000312214,0.000312214,0.000312214
32,3665.62,0.93547,0.97813,2.10998,0.92458,0.84761,0.92631,0.75585,0.74382,0.74217,2.06101,0.000296988,0.000296988,0.000296988
33,3784.31,0.92171,0.97186,2.09852,0.92603,0.85586,0.92798,0.75836,0.73812,0.71517,2.02887,0.000281762,0.000281762,0.000281762
34,3902.68,0.91305,0.94735,2.10802,0.93037,0.86785,0.93161,0.76335,0.72806,0.7033,2.02694,0.000266535,0.000266535,0.000266535
35,4020.53,0.91578,0.94425,2.09558,0.92108,0.87028,0.93192,0.76288,0.73033,0.70026,2.01095,0.000251309,0.000251309,0.000251309
36,4137.75,0.90862,0.92987,2.08937,0.921,0.87402,0.93842,0.77139,0.71561,0.68381,2.00474,0.000236083,0.000236083,0.000236083
37,4251.16,0.90123,0.9206,2.07327,0.91842,0.8671,0.93534,0.77073,0.72074,0.68084,2.02194,0.000220857,0.000220857,0.000220857
38,4364.77,0.90133,0.91658,2.09286,0.91967,0.87958,0.93881,0.77714,0.70582,0.67221,2.00057,0.000205631,0.000205631,0.000205631
39,4477.92,0.89278,0.89986,2.07376,0.93074,0.87779,0.94199,0.78447,0.70219,0.64712,1.98682,0.000190404,0.000190404,0.000190404
40,4590.32,0.89138,0.90257,2.06106,0.93389,0.87448,0.94242,0.78598,0.68708,0.63767,1.97456,0.000175178,0.000175178,0.000175178
41,4738.02,0.73601,0.70224,1.97877,0.92507,0.88866,0.94292,0.78536,0.69204,0.6393,1.98137,0.000159952,0.000159952,0.000159952
42,4849.12,0.72663,0.68028,1.98551,0.93084,0.88756,0.94738,0.7921,0.68032,0.6279,1.97312,0.000144726,0.000144726,0.000144726
43,4958.81,0.71153,0.66681,1.98195,0.93504,0.88824,0.95022,0.80047,0.66544,0.6052,1.9548,0.0001295,0.0001295,0.0001295
44,5068.5,0.69755,0.6512,1.95191,0.93286,0.89286,0.95127,0.80226,0.66015,0.60349,1.94879,0.000114273,0.000114273,0.000114273
45,5178.36,0.6922,0.64451,1.95209,0.94976,0.89422,0.95523,0.80985,0.65004,0.5826,1.94906,9.90472e-05,9.90472e-05,9.90472e-05
46,5288,0.6828,0.62879,1.95237,0.94949,0.8951,0.95584,0.81204,0.64359,0.57757,1.93144,8.3821e-05,8.3821e-05,8.3821e-05
47,5398.91,0.68174,0.62793,1.95014,0.94725,0.90232,0.95888,0.81423,0.64068,0.56573,1.92576,6.85948e-05,6.85948e-05,6.85948e-05
48,5510.24,0.6735,0.6116,1.9462,0.94319,0.90673,0.95936,0.81791,0.6351,0.56455,1.92101,5.33686e-05,5.33686e-05,5.33686e-05
49,5621.5,0.66784,0.61376,1.92636,0.94954,0.90443,0.95958,0.81874,0.63047,0.55328,1.91407,3.81424e-05,3.81424e-05,3.81424e-05
50,5731.94,0.6608,0.59954,1.92853,0.94773,0.90404,0.9594,0.81824,0.62952,0.55165,1.91435,2.29162e-05,2.29162e-05,2.29162e-05
